timestamp,table_id,last_token,replicas,new_replicas,tablet_count,stage,transition,resize_type,resize_seq_number
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-8646911284551352321,"[[""6cec2906-04f8-4263-b19d-400998708291"", 0], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 0]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-8070450532247928833,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 0], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-7493989779944505345,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 1], [""6cec2906-04f8-4263-b19d-400998708291"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-6917529027641081857,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 0], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 0]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-6341068275337658369,"[[""6cec2906-04f8-4263-b19d-400998708291"", 0], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-5764607523034234881,"[[""6cec2906-04f8-4263-b19d-400998708291"", 1], [""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-5188146770730811393,"[[""a48fee6f-3172-4356-b466-321bb3ca7d02"", 0], [""6cec2906-04f8-4263-b19d-400998708291"", 0]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-4611686018427387905,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 0], [""6cec2906-04f8-4263-b19d-400998708291"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-4035225266123964417,"[[""a48fee6f-3172-4356-b466-321bb3ca7d02"", 1], [""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-3458764513820540929,"[[""6cec2906-04f8-4263-b19d-400998708291"", 0], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 0]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-2882303761517117441,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 0], [""6cec2906-04f8-4263-b19d-400998708291"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-2305843009213693953,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 1], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-1729382256910270465,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 0], [""6cec2906-04f8-4263-b19d-400998708291"", 0]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-1152921504606846977,"[[""a48fee6f-3172-4356-b466-321bb3ca7d02"", 0], [""6cec2906-04f8-4263-b19d-400998708291"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-576460752303423489,"[[""e0672c80-1288-41ac-bfeb-670b0b0c9220"", 1], [""a48fee6f-3172-4356-b466-321bb3ca7d02"", 1]]",[],32,,,none,0
2026-09-21T11:20:00.453335+00:00,d4a27e10-b5ab-11f1-9f6f-1e8eec8f4a9c,-1,"[[""a48fee6f-3172-4356-b466-321bb3ca7d02"", 0], [""6cec2906-04f8-4263-b19d-400998708291"", 0]]",[],32,,,none,0
