timestamp,table_id,last_token,host_id,size_bytes,missing_replicas
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-8646911284551352321,849040cc-f841-4790-a4c0-1796a177ea8b,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-8646911284551352321,c22ded01-d373-44a7-9633-014a1b342008,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-8646911284551352321,fd88c26e-1b3e-4e90-97c4-56c206b557a4,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-8070450532247928833,c22ded01-d373-44a7-9633-014a1b342008,5530,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-8070450532247928833,849040cc-f841-4790-a4c0-1796a177ea8b,5530,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-8070450532247928833,fd88c26e-1b3e-4e90-97c4-56c206b557a4,5530,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-7493989779944505345,fd88c26e-1b3e-4e90-97c4-56c206b557a4,5530,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-7493989779944505345,849040cc-f841-4790-a4c0-1796a177ea8b,5530,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-7493989779944505345,c22ded01-d373-44a7-9633-014a1b342008,5530,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-6917529027641081857,c22ded01-d373-44a7-9633-014a1b342008,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-6917529027641081857,fd88c26e-1b3e-4e90-97c4-56c206b557a4,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-6917529027641081857,849040cc-f841-4790-a4c0-1796a177ea8b,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-6341068275337658369,fd88c26e-1b3e-4e90-97c4-56c206b557a4,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-6341068275337658369,c22ded01-d373-44a7-9633-014a1b342008,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-6341068275337658369,849040cc-f841-4790-a4c0-1796a177ea8b,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-5764607523034234881,849040cc-f841-4790-a4c0-1796a177ea8b,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-5764607523034234881,c22ded01-d373-44a7-9633-014a1b342008,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-5764607523034234881,fd88c26e-1b3e-4e90-97c4-56c206b557a4,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-5188146770730811393,fd88c26e-1b3e-4e90-97c4-56c206b557a4,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-5188146770730811393,849040cc-f841-4790-a4c0-1796a177ea8b,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-5188146770730811393,c22ded01-d373-44a7-9633-014a1b342008,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-4611686018427387905,849040cc-f841-4790-a4c0-1796a177ea8b,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-4611686018427387905,c22ded01-d373-44a7-9633-014a1b342008,0,[]
2026-09-16T11:09:23.160918+00:00,94c57300-ad46-11f1-8144-4ad02f806499,-4611686018427387905,fd88c26e-1b3e-4e90-97c4-56c206b557a4,0,[]
