timestamp,table_id,last_token,replicas,new_replicas,tablet_count,stage,transition,resize_type,resize_seq_number
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-8646911284551352321,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-8070450532247928833,"[[""e6cba1af-3a88-461f-b352-156696494d57"", 1], [""1c018dde-d424-47c1-9b80-1db9475be876"", 1], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-7493989779944505345,"[[""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0], [""1c018dde-d424-47c1-9b80-1db9475be876"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-6917529027641081857,"[[""e6cba1af-3a88-461f-b352-156696494d57"", 1], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1], [""1c018dde-d424-47c1-9b80-1db9475be876"", 1]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-6341068275337658369,"[[""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0], [""1c018dde-d424-47c1-9b80-1db9475be876"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-5764607523034234881,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 1], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1], [""e6cba1af-3a88-461f-b352-156696494d57"", 1]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-5188146770730811393,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-4611686018427387905,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 1], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1], [""e6cba1af-3a88-461f-b352-156696494d57"", 1]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-4035225266123964417,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 0], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-3458764513820540929,"[[""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1], [""e6cba1af-3a88-461f-b352-156696494d57"", 1], [""1c018dde-d424-47c1-9b80-1db9475be876"", 1]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-2882303761517117441,"[[""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0], [""1c018dde-d424-47c1-9b80-1db9475be876"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-2305843009213693953,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 1], [""e6cba1af-3a88-461f-b352-156696494d57"", 1], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-1729382256910270465,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 0], [""e6cba1af-3a88-461f-b352-156696494d57"", 0], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 0]]",[],32,,,none,0
2026-09-18T12:44:04.630050+00:00,f2d22bb0-b358-11f1-b5f0-536d044ee06a,-1152921504606846977,"[[""1c018dde-d424-47c1-9b80-1db9475be876"", 1], [""e6cba1af-3a88-461f-b352-156696494d57"", 1], [""a0eb4ae6-882e-4170-b469-bacdabdb9f21"", 1]]",[],32,,,none,0
